Symbol,Name,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
MRO,Marathon Oil,30.99,31.68,30.95,31.64,1.27,4.18,9785747,35.71,27.48,1,3.16,15.29,1.35
MCS,Marcus,10.78,11.14,10.64,11.14,0.69,6.6,90655,14.35,9.54,0.34,3.05,21.84,-13.1
MPX,Marine Products,6.92,7.43,6.85,7.39,0.65,9.64,42487,8.28,3.25,0.04,,,49.9
HZO,MarineMax,10.06,10.34,9.89,10,0.01,0.1,256161,12.79,2.96,,,,8.81
ME,Mariner Energy,21.74,22.15,21.47,21.79,0.31,1.44,18267604,26.32,9.65,,,18.31,87.68
MKL,Markel,344,348.47,341.85,346.75,6.05,1.78,27423,392.55,263.25,,,14.96,1.99
MWE,MarkWest Energy Partners,29.02,29.84,29.02,29.54,0.99,3.47,288219,32.24,15.76,2.56,8.67,,0.92
MAR,Marriott International Cl A,33.01,34.04,32.84,34.02,1.74,5.39,2997986,38.15,18.8,0.09,0.26,,24.84
MMC,Marsh&McLennan,21.44,21.86,21.33,21.83,0.64,3.02,2988713,25.47,18.43,0.8,3.66,37,-1.13
MI,Marshall&Ilsley,8.28,8.33,8.04,8.25,0.3,3.77,8905825,10.66,4.05,0.04,0.48,,51.38
MSO,Martha Stewart Living Omnimedia,6.09,6.17,6.03,6.16,0.24,4.05,242062,8.84,2.7,0.08,,,24.7
MLM,Martin Marietta Materials,96.13,96.26,94.23,95.27,1.29,1.37,812909,103.44,73.78,1.6,1.68,63.51,6.55
MAS,Masco,13.56,13.63,13.22,13.59,0.5,3.82,6743573,18.77,8.15,0.3,2.21,,-1.59
MEE,Massey Energy,32.66,33.16,32.17,33.06,1.6,5.09,6260524,54.8,15.85,0.24,0.73,26.88,-21.3
MTZ,MasTec,11.53,11.62,11.37,11.62,0.3,2.65,734435,13.92,9.15,,,14.17,-7.04
MA,MasterCard Cl A,210.25,211.28,205.8,207.8,2.8,1.37,1964298,269.88,155.51,0.6,0.29,17.6,-18.82
MLP,Maui Land&Pineapple,4.52,4.56,4.49,4.53,-0.03,-0.66,2200,9.57,2.05,,,,-18.38
MXT,Maxcom Telecomunicaciones ADS,4.25,4.5,4.25,4.36,0.31,7.65,3500,6.58,2.52,,,,-28.17
MMS,Maximus,60.34,60.7,59.83,60.63,1.18,1.98,56597,65.21,37.94,0.48,0.79,17.13,21.26
MXL,MaxLinear,15.27,15.95,14.95,15.61,0.65,4.34,114177,19.5,14.81,,,520.33,
MFE,McAfee,32.21,32.54,31.93,32.2,0.63,2,2738416,45.68,31.01,,,32.86,-20.63
MNI,McClatchy Cl A,4.21,4.85,4.15,4.7,0.52,12.44,3243439,7.16,0.39,0.36,,4.12,32.77
MKC,McCormick,38.55,38.79,38.2,38.79,0.71,1.86,766591,40.19,29.99,1.04,2.68,17.63,7.36
MKCV,McCormick Com. Vtg.,38.42,38.42,38.42,38.42,0.39,1.01,200,40,29.9,1.04,2.71,,6.02
MDR,McDermott International,22.64,23.35,22.5,23.35,1.15,5.18,2341702,28.98,16.04,,,14.87,-2.75
MCD,McDonald's,66.41,67.2,66.02,67.2,1.74,2.66,9727304,71.84,53.88,2.2,3.27,15.85,7.62
MHP,McGraw-Hill,28.48,28.75,28.16,28.5,0.51,1.82,3088197,36.94,23.55,0.94,3.3,11.63,-14.95
MCK,McKesson,68.96,70.08,68.62,70.07,2.19,3.23,2195367,71.11,39.71,0.72,1.03,15.17,12.11
MMR,McMoRan Exploration,10.06,10.75,10.06,10.65,0.94,9.68,3834588,18.8,4.72,,,,32.79
MJN,Mead Johnson Nutrition,49.43,49.85,48.93,49.84,1.29,2.66,1526848,54.35,29.78,0.9,1.81,24.19,14.05
MIG,Meadowbrook Insurance Group,8.7,8.79,8.5,8.76,0.16,1.86,365330,8.9,6.01,0.12,1.37,9.73,18.38
MWV,MeadWestvaco,23.64,24.34,23.52,24.3,1.23,5.33,1171205,29.74,14.44,0.92,3.79,12.86,-15.12
MTL,Mechel OAO ADS,20.89,22.28,20.74,22.23,2.2,10.98,5085803,31.79,6.83,0.18,,,18.12
MHS,Medco Health Solutions,57.08,58.19,56.8,58.16,2.02,3.6,4941105,66.94,43.3,,,22.2,-9
MEG,Media General Cl A,11.92,11.96,11.43,11.78,0.36,3.15,204744,13.6,1.8,,,,50.26
MPW,Medical Properties Trust,9.38,9.68,9.25,9.67,0.54,5.91,910908,11.42,5.56,0.8,8.27,28.44,-3.3
MRX,Medicis Pharmaceutical,22.9,23.43,22.81,23.41,1.01,4.51,650790,28.1,14.12,0.24,1.03,13.45,-13.46
MED,Medifast,32.83,33.03,32.01,32.59,1.6,5.16,881767,38.23,7.74,,,33.6,6.57
MD,Mednax,56.01,56.64,55.59,56.64,1.48,2.68,366627,61.6,38.55,,,14.75,-5.77
MDT,Medtronic,39.42,39.67,38.73,39.41,0.27,0.69,10062261,46.66,32.07,0.82,2.08,15.16,-10.39
MW,Men's Wearhouse,21.48,21.63,21.11,21.61,0.72,3.45,871572,27.67,15.81,0.36,1.67,25.13,2.61
MRK,Merck&Co,32.92,33.67,32.78,33.62,1.2,3.7,30564658,41.56,24.37,1.52,4.52,6.63,-7.99
MCY,Mercury General,42.58,43.56,42.53,43.46,1.59,3.8,110481,46.66,31,2.36,5.43,6.7,10.7
MDP,Meredith,33.6,34.23,33.42,34.18,1.22,3.7,348925,38.08,23.61,0.92,2.69,,10.79
MTH,Meritage Homes,21.44,21.64,20.78,21.64,0.76,3.64,374868,25.44,14.51,,,,11.95
MTR,Mesa Royalty Trust,46.75,46.85,46.01,46.5,1,2.2,4367,54,22.62,2.9,6.24,19.38,26.02
MSB,Mesabi Trust,18.2,19.45,18.12,19.43,1.77,10.02,82777,27.22,8,0.9,,20.67,51.8
MUSA,Metals USA Holdings,14.68,15.45,14.68,15.4,0.95,6.57,67106,21.52,13.75,,,,
MEI,Methode Electronics,10.15,10.62,10.02,10.57,0.73,7.42,153336,14.32,5.35,0.28,2.65,,21.77
MET,MetLife,40.01,41.49,39.38,41.4,2.15,5.48,6910391,47.75,26,0.74,1.79,,17.11
MPR,Met-Pro,9.52,9.74,9.37,9.71,0.41,4.41,24437,11.36,8.2,0.24,2.47,32.37,-8.57
PCS,MetroPCS Communications,8.91,9,8.78,9,0.23,2.62,8964268,17.56,5.52,,,21.43,17.96
MGS,MetroGas ADS,1.72,1.95,1.7,1.7,0.05,3.03,5390,2.99,1.35,,,,-21.66
MTD,Mettler-Toledo International,113.19,116.85,112.83,116.64,5.95,5.38,315167,130.17,70.34,,,22.78,11.1
MAA,Mid-America Apartment Communities,54.81,55.8,54.03,55.67,2.02,3.77,520014,57.34,33.46,2.46,4.42,86.98,15.31
MDS,Midas,10.23,10.44,10.14,10.44,0.52,5.24,70061,12.5,6.75,,,65.25,23.55
MLR,Miller Industries,15,15.08,14.7,15.08,0.51,3.5,83422,15.08,7.62,0.1,,25.56,32.86
MIL,Millipore,105.96,106.16,105.96,106.14,0.22,0.21,1527575,106.39,62.41,,,33.27,46.7
MR,Mindray Medical International ADS,29.28,30.5,29.28,30.5,1.58,5.46,1154530,40.35,22.51,0.2,,23.28,-10.08
MSA,Mine Safety Appliances,27.35,27.61,26.75,27.22,0.39,1.45,303399,30.93,21.75,1,3.67,25.68,2.6
MTX,Minerals Technologies,52.67,54.12,52.09,54.07,2.64,5.13,132580,64.96,33.61,0.2,0.37,,-0.73
MIR,Mirant,12.03,12.43,11.9,12.23,0.27,2.26,4023113,19.12,10.16,,,3.45,-19.91
MIR%A,Mirant WT Series A,0.11,0.11,0.09,0.09,-0.03,-24.94,2825,3.6,0.02,,,,-81.25
MIR%B,Mirant WT Series B,0.15,0.16,0.14,0.15,0.01,7.14,84106,3.07,0.08,,,,-78.26
MG,Mistras Group,11.95,12.17,11.74,11.98,0.32,2.74,113933,15.29,9.75,,,,-20.45
MTU,Mitsubishi UFJ Financial Group ADS,4.93,5.01,4.9,5.01,0.17,3.51,1810653,6.74,4.76,0.07,,,1.83
MFG,Mizuho Financial Group ADS,3.72,3.72,3.64,3.68,0.11,3.08,298311,5.7,3.33,,,,3.37
MBT,Mobile Telesystems ADS,19.2,20,19.18,20,1.02,5.37,2777988,23.59,12.8,,,19.05,2.27
MOD,Modine Manufacturing,11.42,11.82,11.21,11.79,0.82,7.47,347905,14.91,4.02,,,,-0.42
MHK,Mohawk Industries,55.68,57.35,55.33,57.3,2.74,5.02,583710,66.93,31.4,,,88.15,20.38
MOH,Molina Healthcare,27.35,27.69,27,27.58,0.72,2.68,78708,30.11,17.05,,,24.41,20.59
TAP,Molson Coors Brewing Cl B,40.61,40.97,40.3,40.59,0.44,1.1,3186831,51.33,38.44,1.12,2.76,10.63,-10.12
MGI,MoneyGram International,2.77,2.79,2.72,2.76,0.08,2.99,397605,4.01,1.39,,,,-4.17
MON,Monsanto,50,50.27,48.16,50.27,-2.39,-4.54,49221776,87.4,48.16,1.06,2.11,21.03,-38.51
MWW,Monster Worldwide,14.68,14.75,14.46,14.72,0.38,2.65,2109999,19.28,9.47,,,490.67,-15.4
MRH,Montpelier Re Holdings,15.35,15.82,15.27,15.81,0.76,5.05,952084,18.27,12.63,0.36,2.28,3.21,-8.72
MCO,Moody's,20.38,21.48,20.38,20.88,,,6264034,31.04,18.5,0.42,2.01,11.73,-22.09
MOGA,Moog Cl A,32.53,33.25,32.2,33.18,1.54,4.87,104554,40.21,22.93,,,19.07,13.51
MOGB,Moog Cl B,33,33,33,33,0.76,2.36,100,39.7,22.98,,,,10.74
MS,Morgan Stanley,27.01,27.7,26.72,27.66,1.13,4.26,18154656,35.78,24.76,0.2,0.72,95.38,-6.55
MRT,Morton's Restaurant Group,5.69,5.87,5.63,5.85,0.24,4.28,38725,8.09,2.55,,,,101.03
MOS,Mosaic,44.99,47.02,44.89,47.02,3.02,6.86,5575576,68.28,39.15,0.2,0.43,36.45,-21.28
MOT,Motorola,6.89,6.93,6.84,6.92,0.16,2.37,18876938,9.45,5.9,,,69.2,-10.82
MOV,Movado Group,12.06,13.17,11.74,12.7,1.62,14.62,364940,15.56,7.02,,,,30.66
MLI,Mueller Industries,26.29,27.58,26.12,27.57,2.02,7.91,197427,31.2,19.48,0.4,1.45,25.29,10.99
MWA,Mueller Water Products,4.41,4.52,4.34,4.52,0.26,6.1,726145,5.99,2.52,0.07,1.55,,-13.08
MUR,Murphy Oil,51.97,53.55,51.75,53.46,2.42,4.74,1891992,65.12,49,1,1.87,12.61,-1.37
MVO,MV Oil Trust,23.68,24.56,23.47,24.48,1.47,6.39,91406,27.73,12.98,2.24,9.15,11.94,21.19
MYE,Myers Industries,8.73,9.17,8.58,9.15,0.6,7.02,160881,11.55,7.21,0.26,2.84,53.82,0.55
NTY,NBTY,33.58,34.95,33.58,34.8,1.86,5.65,1212232,51,23.97,,,9.59,-20.07
NCS,NCI Building Systems,11.37,11.75,11.17,11.73,0.78,7.12,294450,25.85,8,,,,29.61
NCR,NCR,13.14,13.56,12.77,13.53,0.64,4.97,4420029,16,9.18,,,,21.56
NL,NL Industries,6.94,7.42,6.83,7.41,0.64,9.45,35748,9,5.35,0.5,6.75,,6.77
NRG,NRG Energy,22.56,23.03,22.45,23.02,0.91,4.12,3385893,29.26,20.2,,,7.8,-2.5
NVE,NV Energy,11.94,11.94,11.64,11.69,0.02,0.17,1725136,13.14,9.87,0.44,3.76,13.59,-5.57
NVR,NVR,681.41,690.34,674.51,690.34,19.44,2.9,46369,769.5,462.21,,,20.76,-2.87
NBR,Nabors Industries,17.53,18.4,17.53,18.39,1.2,6.98,9125260,27.05,13.78,,,,-15.99
NC,NACCO Industries Cl A,91.3,95.72,89.1,94.3,6.87,7.86,38900,114.69,27.09,2.09,2.22,26.19,89.36
NLC,Nalco Holding,22,23.18,22,23.18,1.31,5.99,969673,29.25,15.19,0.14,0.6,52.68,-9.13
NTE,Nam Tai Electronics,4.22,4.41,4.22,4.41,0.2,4.75,46054,6.25,3.91,,,44.1,-15.68
NBG,National Bank of Greece ADS,2.5,2.6,2.44,2.54,0.16,6.72,6210944,8.37,2.31,0.31,,8.76,-51.25
NFP,National Financial Partners,13.87,14.34,13.78,14.32,0.91,6.79,205184,17.34,5.45,,,21.06,77.01
NFG,National Fuel Gas,47.17,48.17,47.17,48.13,1.87,4.04,401417,54.42,31.52,1.34,2.78,18.37,-3.74
NGG,National Grid ADS,39.87,41.94,39.83,41.3,1.71,4.32,455201,56.59,39.32,2.92,7.07,9.76,-24.05
NHI,National Health Investors,40.6,41.7,39.9,41.6,2.01,5.08,112339,45.12,25.53,2.3,5.53,18.74,12.46
NOV,National Oilwell Varco,39.13,40.33,38.99,40.07,2.02,5.31,8908360,49.02,28.1,0.3,,10.95,-9.12
NPK,National Presto Industries,97.22,101.01,95.84,100.34,5.36,5.64,60366,130.58,72,1,1,10.61,-8.14
NNN,National Retail Properties,21.71,22.26,21.47,22.23,0.95,4.46,833206,24.59,15.85,1.5,6.75,45.37,4.76
NRN,National Rural Utilities Cooperative Finance,24.81,25.09,24.76,24.9,0.15,0.61,4899,26.69,22.82,1.69,6.79,,-3.86
NSM,National Semiconductor,14.1,14.3,14.04,14.29,0.47,3.4,4880411,16.2,11.6,0.32,2.24,52.93,-6.97
NHP,Nationwide Health Properties,34.71,35.71,34.57,35.65,1.39,4.06,1998871,36.82,24.23,1.8,5.05,33.01,1.34
NGS,Natural Gas Services Group,16.29,16.94,16.09,16.86,1.04,6.57,91834,20.5,10.65,,,24.09,-10.56
NRP,Natural Resource Partners,21.99,22.48,21.71,22.42,1.17,5.51,246244,27.56,17,2.16,9.63,20.95,-7.51
NTZ,Natuzzi ADS,3.5,3.68,3.5,3.55,0.05,1.43,193951,5.95,1.65,,,,9.91
NLS,Nautilus,2.25,2.31,2.22,2.25,0.05,2.27,51782,4.4,0.96,,,,10.84
NCI,Navigant Consulting,12.17,12.22,11.75,12.08,0.07,0.58,373529,15.59,11.32,,,26.84,-18.71
NNA,Navios Maritime Acquisition,6.75,6.82,6.51,6.61,-0.17,-2.51,246643,10.2,6.51,,,,-32.76
NNA%,Navios Maritime Acquisition WT,1.09,1.2,0.94,1.2,-0.04,-3.23,173700,1.65,0.25,,,,100
NM,Navios Maritime Holdings,6.08,6.33,6.01,6.33,0.49,8.39,709262,7.55,3.54,0.24,3.79,9.89,4.63
NMM,Navios Maritime Partners,16,16.33,15.77,16.07,0.55,3.54,233039,20.17,9.01,1.63,10.14,11.16,8.65
NAV,Navistar International,54.03,55.89,53.32,55.79,2.68,5.05,1996997,56,31.53,,,52.14,44.35
NP,Neenah Paper,18.67,19.5,18.62,19.5,1.36,7.5,163924,19.95,6.56,0.4,2.05,48.75,39.78
NNI,Nelnet Cl A,18.83,19.82,18.69,19.81,1.38,7.49,171284,21.68,7.54,0.21,,5.93,14.97
NZ,Netezza,13.78,13.9,12,13.53,-0.1,-0.73,2480935,14.95,6.26,,,123,39.48
N,NetSuite,14.31,14.37,13.87,14.37,0.35,2.5,726586,18,9.9,,,,-10.08
NSR,NeuStar Cl A,21.3,21.68,21.21,21.56,0.56,2.67,1229742,26.73,19.55,,,16.09,-6.42
NJR,New Jersey Resources,35.68,35.69,35.13,35.48,0.47,1.34,188314,40.61,32.65,1.36,3.83,15.84,-5.13
EDU,New Oriental Education&Technology Group ADS,88.34,92.2,88.34,92.18,4.51,5.14,339214,100.62,53.6,,,48.01,21.92
NWY,New York,3.78,3.87,3.63,3.87,0.19,5.16,307842,6.53,2.72,,,,-9.79
NYB,New York Community Bancorp,15.93,16.19,15.77,16.16,0.52,3.32,3930020,18.2,9.98,1,6.19,13.93,11.37
NYT,New York Times Cl A,9.1,9.3,9.07,9.3,0.45,5.08,1281012,14.87,4.6,,,16.03,-24.76
NAL,NewAlliance Bancshares,11.71,11.88,11.5,11.85,0.28,2.42,714093,13.48,10.5,0.28,2.36,25.76,-1.33
NCT,Newcastle Investment,3.18,3.18,2.88,3.15,0.35,12.5,586270,4.18,0.49,,,0.85,50.72
NWL,Newell Rubbermaid,16.55,16.92,16.51,16.91,0.68,4.19,4991879,17.96,9.79,0.2,1.18,16.42,12.66
NFX,Newfield Exploration,49.63,51.04,49.37,51,2.97,6.18,2517550,60.5,27.92,,,17.17,5.74
NEU,NewMarket,99.16,104.06,98.91,104.04,7.29,7.53,231905,126.89,63.77,1.5,1.44,9.02,-9.35
NEM,Newmont Mining,53.59,55.18,53.34,54.93,1.77,3.33,7668027,59.57,36.77,0.4,0.73,16.2,16.11
NR,Newpark Resources,6.23,6.39,6.13,6.39,0.33,5.45,494286,8.05,2.22,,,,51.06
NXY,Nexen,21.53,22.12,21.51,22.08,1.13,5.39,1647143,26.92,18.68,0.2,,20.26,-7.73
GAS,Nicor,40.22,40.52,39.96,40.52,0.81,2.04,448346,44.7,30.28,1.86,4.59,12.17,-3.75
NJ,Nidec ADS,22.59,23,22.59,22.94,1.18,5.42,29551,27.36,13.66,0.06,,22.49,-1.16
NKE,Nike Cl B,73.28,73.96,72.76,73.9,1.38,1.9,3672706,78.55,50.16,1.08,1.46,21.11,11.85
NDN,99 Cents Only Stores,15.43,15.74,14.85,15.07,-0.09,-0.59,1409388,18.1,9,,,17.32,15.3
NTT,Nippon Telegraph&Telephone ADS,20.79,20.79,20.5,20.61,0.12,0.59,482556,24.09,18.7,0.64,,10.36,4.41
NKA,Nisca Gas Storage Partners,18.57,19.02,18.34,18.96,0.7,3.83,280148,19.98,17.01,,,,
NI,NiSource,14.78,14.97,14.7,14.92,0.37,2.54,2597833,16.8,10.5,0.92,6.17,15.54,-2.99
NED,Noah Education Holdings ADS,4.04,4.14,4.02,4.08,0.07,1.75,55354,6.16,3.5,0.56,,10.2,-16.56
NE,Noble,31.25,31.9,29.78,30.07,-0.81,-2.62,16004693,45.6,27.56,0.2,0.67,4.77,-26.12
NBL,Noble Energy,61.82,63.09,61.35,61.68,1.43,2.37,3423930,81.5,51.49,0.72,1.17,36.93,-13.4
NOK,Nokia ADS,10.21,10.35,10.03,10.33,0.38,3.82,35352200,16.58,9.64,0.56,5.42,51.65,-19.61
NMR,Nomura Holdings ADS,6.32,6.37,6.26,6.37,0.29,4.77,517184,9.5,5.79,0.05,,33.53,-13.92
NOR,Noranda Aluminum Holding,8.06,8.49,8.06,8.3,0.28,3.49,277073,9.35,7.27,,,,
NAT,Nordic American Tanker Shipping,28.32,28.94,28.15,28.94,1.05,3.76,454666,34.68,26.92,1.45,5.01,1447,-3.53
JWN,Nordstrom,38.6,39.93,38.54,39.92,2.2,5.83,3144356,46.22,18.15,0.8,2,18.57,6.23
NSC,Norfolk Southern,55.64,56.79,55.05,56.72,1.73,3.15,2537906,61.59,34.34,1.36,2.4,19.76,8.2
NTL,Nortel Inversora ADS,17,17.64,16.66,17.5,0.72,4.29,8760,22.81,4.95,,,9.36,16.67
NOA,North American Energy Partners,9.23,9.64,9.06,9.61,0.88,10.08,205910,11.68,4.51,,,,32.37
NRT,North European Oil Royalty Trust,27.68,28.5,27.68,28.1,0.44,1.6,8583,36.94,26.15,1.97,7.01,14.41,-8.77
NU,Northeast Utilities,25.99,25.99,25.64,25.82,0.33,1.28,1425867,28.21,20.43,1.02,3.95,14.34,0.12
NOC,Northrop Grumman,61.06,61.06,60.21,61.03,1.32,2.21,2241156,69.8,42.51,1.88,3.08,11.74,9.27
NRF,Northstar Realty Finance,3.16,3.2,3.1,3.2,0.12,3.9,694609,5.22,2.47,0.4,12.5,,-6.71
NWN,Northwest Natural Gas,43.88,44.01,43.22,43.73,0.65,1.51,199092,49.18,40.83,1.66,3.8,16.32,-2.91
NWE,NorthWestern,26.72,26.86,26.39,26.61,0.33,1.26,246529,30.6,21.21,1.36,5.11,12.26,2.27
NVS,Novartis ADS,44.41,45.22,44.17,45.22,1.44,3.29,3973630,56.42,38.97,1.99,4.4,11,-16.92
NVO,Novo Nordisk ADS,75.46,77.59,75.46,77.41,2.73,3.66,286880,84.06,49.33,1.41,1.82,22.44,21.24
NST,NSTAR,34.94,35,34.4,34.79,0.47,1.37,514604,37.75,29.2,1.6,4.6,15.39,-5.46
DCM,NTT DoCoMo ADS,15.22,15.22,15.1,15.18,0.04,0.26,204516,16.49,13.95,0.29,,12.05,8.58
NUS,Nu Skin Enterprises Cl A,28.6,29.58,28.6,29.58,1.57,5.61,522085,33.99,13.44,0.5,1.69,17.5,10.09
NUE,Nucor,43.8,43.89,42.98,43.85,1.4,3.3,5401426,51.08,38.27,1.44,3.28,,-6
NS,NuSTAR Energy,55.5,55.92,55.09,55.6,0.87,1.59,316512,64.5,50.11,4.26,7.66,18.05,-0.87
NSH,NuSTAR GP Holdings,27.51,27.84,27.33,27.69,0.54,1.99,64011,31,21.8,1.8,6.5,18.34,2.86
NBB,Nuveen Build America Bond Fund,20,20.01,20,20,0,0,114653,20.31,20,0.12,,,
NYM,NYMagic,19.22,21.01,19.22,20.9,2.14,11.41,7855,24.72,12.5,0.4,1.91,4.36,25.98
NYX,NYSE Euronext,27.92,28.88,27.92,28.84,1.31,4.76,3073438,34.82,22.3,1.2,4.16,31.01,13.99
OGE,OGE Energy,35.83,36.35,35.6,36.35,1.26,3.59,604030,42.25,25.4,1.45,3.99,13.41,-1.46
OMG,OM Group,30,30.31,29.6,30.29,0.7,2.37,232571,39.06,25.24,,,79.71,-3.5
OKE,ONEOK,43.78,44.66,43.62,44.62,1.67,3.89,1063554,50.85,27.5,1.76,3.94,14.17,0.11
OKS,ONEOK Partners,60.22,60.22,59.33,60.1,1.33,2.26,128685,66.91,32.49,4.44,7.39,18.16,-3.53
OXY,Occidental Petroleum,80,82.52,79.7,82.43,4.25,5.44,6316145,90.99,58.67,1.52,1.84,18.52,1.33
OII,Oceaneering International,54.03,55.25,51.53,52.05,-1.37,-2.56,4312732,68.6,39.91,,,15.92,-11.06
OZM,Och-Ziff Capital Management,13.95,14.79,13.95,14.62,0.9,6.56,467514,18.5,7.52,0.76,5.2,,6.4
OCN,Ocwen Financial,11.44,11.76,11.26,11.74,0.5,4.45,458193,12.76,7.05,,,,22.68
ODP,Office Depot,5.9,6,5.82,5.99,0.28,4.9,5294727,9.19,3.48,,,,-7.13
OMX,OfficeMax,16.57,17.44,16.33,17.39,1.37,8.55,2577054,19.79,4.81,,,193.22,37.04
OIS,Oil States International,40.23,41.07,39.69,41.04,2.04,5.23,574207,51.2,21.79,,,51.3,4.45
ODC,Oil-Dri of America,20.53,20.53,19.99,20.18,0.01,0.05,42029,22,13.78,0.6,2.97,15.64,30.19
ONB,Old National Bancorp,11.78,11.78,11.48,11.73,0.2,1.73,604662,14.36,9,0.28,2.39,69,-5.63
ORI,Old Republic International,13.61,14.26,13.38,14.24,0.92,6.91,3097371,15.5,8.98,0.69,4.85,,41.83
OLN,Olin,18.56,19.45,18.55,19.45,1.14,6.23,629314,22.39,10.64,0.8,4.11,14.85,11.02
OHI,Omega Healthcare Investors,19.55,20.1,19.27,20.06,0.98,5.14,1164785,21.27,14.39,1.28,6.38,24.77,3.14
OME,Omega Protein,4.33,4.8,4.33,4.77,0.48,11.19,152641,7.05,3.5,,,,9.4
OCR,Omnicare,24.48,25.19,24.39,25.19,1.03,4.26,975408,30.63,20.55,0.09,0.36,11.61,4.18
OMC,Omnicom Group,38.33,38.8,38,38.78,1.08,2.86,2620585,44.08,29.71,0.8,2.06,16.16,-0.95
OMN,OMNOVA Solutions,7.8,8.1,7.62,8.1,0.51,6.72,297115,8.58,2.5,,,10.52,32.14
OLP,One Liberty Properties,15.17,15.47,15.01,15.37,0.5,3.36,70389,18.8,5,1.2,7.81,14.78,75.06
OB,OneBeacon Insurance Group Cl A,14.4,14.54,14.3,14.48,0.31,2.19,160723,17.68,9.9,0.84,5.8,4.46,5.08
OPY,Oppenheimer Holdings,27,27.99,26.68,27.89,1.5,5.68,40712,34.16,13.83,0.44,1.58,,-16.04
ORB,Orbital Sciences,15.86,16.08,15.7,16.06,0.43,2.75,200605,19.63,12.19,,,25.9,5.24
OWW,Orbitz Worldwide,5.17,5.35,5.04,5.32,0.32,6.4,254701,8.11,1.74,,,,-27.52
OEH,Orient Express Hotels,10.01,10.21,9.88,10.21,0.49,5.04,1157560,15.54,6.67,0.1,,,0.69
OFG,Oriental Financial Group,13.76,13.93,13.46,13.92,0.52,3.88,95687,17.44,7.3,0.16,1.15,12.54,28.89
ORN,Orion Marine Group,15.06,15.49,14.85,15.48,0.81,5.52,194132,24.98,13.69,,,18.88,-26.5
IX,Orix ADS,39.34,40.24,39.12,39.97,2.55,6.81,12425,46.49,26.78,,,28.15,17.01
ORA,Ormat Technologies,27.68,28.51,27.4,28.5,1.39,5.13,369224,44.13,26.13,0.29,1.02,24.15,-24.68
OSK,Oshkosh,33.92,36.16,33.92,36.16,2.96,8.92,1525610,44.57,10.9,,,6.5,-2.35
OSG,Overseas Shipholding Group,37.3,39.41,37.3,39.41,2.23,6,562955,53.2,28.58,1.75,4.44,,-10.33
OMI,Owens&Minor,29.62,30.07,29.47,30.06,0.9,3.09,261882,32.8,22.75,0.71,2.36,15.49,5.03
OC,Owens Corning,33.26,34.36,32.64,34.31,2.16,6.72,1409552,37.36,10.5,,,31.19,33.81
OC%B,Owens Corning WT Series B,3.55,3.88,3.54,3.88,0.43,12.46,32808,4.85,0.46,,,,121.71
OI,Owens-Illinois,29.45,30.47,29.18,30.47,1.76,6.13,2398259,39.56,25.6,,,35.85,-7.3
OXM,Oxford Industries,20.7,21.59,20.41,21.53,1.4,6.95,100536,25.62,8.75,0.44,2.04,22.66,4.11
PNG,PAA Natural Gas Storage,24.23,24.23,23.4,23.84,-0.02,-0.08,104455,26,22.25,,,,
PCG,PG&E,41.58,41.74,41.04,41.36,0.15,0.36,2794488,45.8,34.95,1.82,4.4,13.09,-7.37
PHH,PHH,21.32,21.69,21.12,21.63,0.71,3.39,670266,25.93,13.49,,,7.54,34.26
PMI,PMI Group,4.23,4.5,4.19,4.5,0.44,10.84,12310974,7.75,1.27,0.01,,,78.57
PNC,PNC Financial Services Group,62.52,64.56,62.13,64.47,2.84,4.61,4436268,70.45,33.06,0.4,0.62,16.62,22.13
PNC%,PNC Financial Services Group Wt,15.65,16.45,15.29,16.32,1.41,9.46,245450,20.24,13.52,,,,
PNM,PNM Resources,12.34,12.51,12.22,12.5,0.4,3.31,390817,13.96,9.11,0.5,4,36.76,-1.19
PPG,PPG Industries,63.26,65.09,62.72,65.09,3.23,5.22,1894630,72.24,41.09,2.16,3.32,22.68,11.19
PPL,PPL,25.29,25.54,25.07,25.53,0.48,1.92,2818155,34.42,23.75,1.4,5.48,21.1,-20.98
PSB,PS Business Parks,54.07,55.13,53.38,55.05,1.79,3.36,98568,61.88,42.1,1.76,3.2,37.71,9.99
PSBM,PS Business Parks Dep. Shares Series M,23.56,23.6,23.56,23.57,0.12,0.51,114500,24.26,17.82,1.8,7.64,,6.22
PKG,Packaging of America,21.34,22.24,21.15,22.22,1.29,6.16,919541,26.48,13.73,0.6,2.7,10.58,-3.43
PTV,Pactiv,28.98,29.36,28.43,28.77,0.28,0.98,2823483,29.88,19.64,,,13.83,19.18
PLL,Pall,34.03,34.49,33.81,34.49,1.16,3.48,1265049,41.82,24.43,0.64,1.86,17.87,-4.72
PAM,Pampa Energia ADS,10.23,10.25,9.87,10.23,0.18,1.79,14205,13.83,9.33,0.08,,511.5,-12.36
PC,Panasonic ADS,12.73,13,12.7,13,0.49,3.92,485434,17.19,12.35,0.13,1,,-9.41
PHX,Panhandle Oil&Gas,25.4,25.59,24.42,25.55,0.78,3.15,14676,29.65,18.17,0.28,1.1,34.53,-1.35
PRX,Par Pharmaceutical,27.32,27.93,27.15,27.87,0.97,3.61,610371,29,12.84,,,10.97,2.99
